xdata, ydata0, ydata1, ydata2, ydata3
4.060000000E+2 , NaN , NaN , NaN , NaN
4.060000900E+2 , NaN , NaN , NaN , NaN
4.060001800E+2 , NaN , NaN , NaN , NaN
4.060002700E+2 , NaN , NaN , NaN , NaN
4.060003600E+2 , NaN , NaN , NaN , NaN
4.060004500E+2 , NaN , NaN , NaN , NaN
4.060005400E+2 , NaN , NaN , NaN , NaN
4.060006300E+2 , NaN , NaN , NaN , NaN
4.060007200E+2 , NaN , NaN , NaN , NaN
4.060008100E+2 , NaN , NaN , NaN , NaN
4.060009000E+2 , NaN , NaN , NaN , NaN
4.060009900E+2 , NaN , NaN , NaN , NaN
4.060010800E+2 , NaN , NaN , NaN , NaN
4.060011700E+2 , NaN , NaN , NaN , NaN
4.060012600E+2 , NaN , NaN , NaN , NaN
4.060013500E+2 , NaN , NaN , NaN , NaN
4.060014400E+2 , NaN , NaN , NaN , NaN
4.060015300E+2 , NaN , NaN , NaN , NaN
4.060016200E+2 , NaN , NaN , NaN , NaN
4.060017100E+2 , NaN , NaN , NaN , NaN
4.060018000E+2 , NaN , NaN , NaN , NaN
4.060018900E+2 , NaN , NaN , NaN , NaN
4.060019800E+2 , NaN , NaN , NaN , NaN
4.060020700E+2 , NaN , NaN , NaN , NaN
4.060021600E+2 , NaN , NaN , NaN , NaN
4.060022500E+2 , NaN , NaN , NaN , NaN
4.060023400E+2 , NaN , NaN , NaN , NaN
4.060024300E+2 , NaN , NaN , NaN , NaN
4.060025200E+2 , NaN , NaN , NaN , NaN
4.060026100E+2 , NaN , NaN , NaN , NaN
4.060027000E+2 , NaN , NaN , NaN , NaN
4.060027900E+2 , NaN , NaN , NaN , NaN
4.060028800E+2 , NaN , NaN , NaN , NaN
4.060029700E+2 , NaN , NaN , NaN , NaN
4.060030600E+2 , NaN , NaN , NaN , NaN
4.060031500E+2 , NaN , NaN , NaN , NaN
4.060032400E+2 , NaN , NaN , NaN , NaN
4.060033300E+2 , NaN , NaN , NaN , NaN
4.060034200E+2 , NaN , NaN , NaN , NaN
4.060035100E+2 , NaN , NaN , NaN , NaN
4.060036000E+2 , NaN , NaN , NaN , NaN
4.060036900E+2 , NaN , NaN , NaN , NaN
4.060037800E+2 , NaN , NaN , NaN , NaN
4.060038700E+2 , NaN , NaN , NaN , NaN
4.060039600E+2 , NaN , NaN , NaN , NaN
4.060040500E+2 , NaN , NaN , NaN , NaN
4.060041400E+2 , NaN , NaN , NaN , NaN
4.060042300E+2 , NaN , NaN , NaN , NaN
4.060043200E+2 , NaN , NaN , NaN , NaN
4.060044100E+2 , NaN , NaN , NaN , NaN
4.060045000E+2 , NaN , NaN , NaN , NaN
4.060045900E+2 , NaN , NaN , NaN , NaN
4.060046800E+2 , NaN , NaN , NaN , NaN
4.060047700E+2 , NaN , NaN , NaN , NaN
4.060048600E+2 , NaN , NaN , NaN , NaN
4.060049500E+2 , NaN , NaN , NaN , NaN
4.060050400E+2 , NaN , NaN , NaN , NaN
4.060051300E+2 , NaN , NaN , NaN , NaN
4.060052200E+2 , NaN , NaN , NaN , NaN
4.060053100E+2 , NaN , NaN , NaN , NaN
4.060054000E+2 , NaN , NaN , NaN , NaN
4.060054900E+2 , NaN , NaN , NaN , NaN
4.060055800E+2 , NaN , NaN , NaN , NaN
4.060056700E+2 , NaN , NaN , NaN , NaN
4.060057600E+2 , NaN , NaN , NaN , NaN
4.060058500E+2 , NaN , NaN , NaN , NaN
4.060059400E+2 , NaN , NaN , NaN , NaN
4.060060300E+2 , NaN , NaN , NaN , NaN
4.060061200E+2 , NaN , NaN , NaN , NaN
4.060062100E+2 , NaN , NaN , NaN , NaN
4.060063000E+2 , NaN , NaN , NaN , NaN
4.060063900E+2 , NaN , NaN , NaN , NaN
4.060064800E+2 , NaN , NaN , NaN , NaN
4.060065700E+2 , NaN , NaN , NaN , NaN
4.060066600E+2 , NaN , NaN , NaN , NaN
4.060067500E+2 , NaN , NaN , NaN , NaN
4.060068400E+2 , NaN , NaN , NaN , NaN
4.060069300E+2 , NaN , NaN , NaN , NaN
4.060070200E+2 , NaN , NaN , NaN , NaN
4.060071100E+2 , NaN , NaN , NaN , NaN
4.060072000E+2 , NaN , NaN , NaN , NaN
4.060072900E+2 , NaN , NaN , NaN , NaN
4.060073800E+2 , NaN , NaN , NaN , NaN
4.060074700E+2 , NaN , NaN , NaN , NaN
4.060075600E+2 , NaN , NaN , NaN , NaN
4.060076500E+2 , NaN , NaN , NaN , NaN
4.060077400E+2 , NaN , NaN , NaN , NaN
4.060078300E+2 , NaN , NaN , NaN , NaN
4.060079200E+2 , NaN , NaN , NaN , NaN
4.060080100E+2 , NaN , NaN , NaN , NaN
4.060081000E+2 , NaN , NaN , NaN , NaN
4.060081900E+2 , NaN , NaN , NaN , NaN
4.060082800E+2 , NaN , NaN , NaN , NaN
4.060083700E+2 , NaN , NaN , NaN , NaN
4.060084600E+2 , NaN , NaN , NaN , NaN
4.060085500E+2 , NaN , NaN , NaN , NaN
4.060086400E+2 , NaN , NaN , NaN , NaN
4.060087300E+2 , NaN , NaN , NaN , NaN
4.060088200E+2 , NaN , NaN , NaN , NaN
4.060089100E+2 , NaN , NaN , NaN , NaN
4.060090000E+2 , NaN , NaN , NaN , NaN
4.060090900E+2 , NaN , NaN , NaN , NaN
4.060091800E+2 , NaN , NaN , NaN , NaN
4.060092700E+2 , NaN , NaN , NaN , NaN
4.060093600E+2 , NaN , NaN , NaN , NaN
4.060094500E+2 , NaN , NaN , NaN , NaN
4.060095400E+2 , NaN , NaN , NaN , NaN
4.060096300E+2 , NaN , NaN , NaN , NaN
4.060097200E+2 , NaN , NaN , NaN , NaN
4.060098100E+2 , NaN , NaN , NaN , NaN
4.060099000E+2 , NaN , NaN , NaN , NaN
4.060099900E+2 , NaN , NaN , NaN , NaN
4.060100800E+2 , NaN , NaN , NaN , NaN
4.060101700E+2 , NaN , NaN , NaN , NaN
4.060102600E+2 , NaN , NaN , NaN , NaN
4.060103500E+2 , NaN , NaN , NaN , NaN
4.060104400E+2 , NaN , NaN , NaN , NaN
4.060105300E+2 , NaN , NaN , NaN , NaN
4.060106200E+2 , NaN , NaN , NaN , NaN
4.060107100E+2 , NaN , NaN , NaN , NaN
4.060108000E+2 , NaN , NaN , NaN , NaN
4.060108900E+2 , NaN , NaN , NaN , NaN
4.060109800E+2 , NaN , NaN , NaN , NaN
4.060110700E+2 , NaN , NaN , NaN , NaN
4.060111600E+2 , NaN , NaN , NaN , NaN
4.060112500E+2 , NaN , NaN , NaN , NaN
4.060113400E+2 , NaN , NaN , NaN , NaN
4.060114300E+2 , NaN , NaN , NaN , NaN
4.060115200E+2 , NaN , NaN , NaN , NaN
4.060116100E+2 , NaN , NaN , NaN , NaN
4.060117000E+2 , NaN , NaN , NaN , NaN
4.060117900E+2 , NaN , NaN , NaN , NaN
4.060118800E+2 , NaN , NaN , NaN , NaN
4.060119700E+2 , NaN , NaN , NaN , NaN
4.060120600E+2 , NaN , NaN , NaN , NaN
4.060121500E+2 , NaN , NaN , NaN , NaN
4.060122400E+2 , NaN , NaN , NaN , NaN
4.060123300E+2 , NaN , NaN , NaN , NaN
4.060124200E+2 , NaN , NaN , NaN , NaN
4.060125100E+2 , NaN , NaN , NaN , NaN
4.060126000E+2 , NaN , NaN , NaN , NaN
4.060126900E+2 , NaN , NaN , NaN , NaN
4.060127800E+2 , NaN , NaN , NaN , NaN
4.060128700E+2 , NaN , NaN , NaN , NaN
4.060129600E+2 , NaN , NaN , NaN , NaN
4.060130500E+2 , NaN , NaN , NaN , NaN
4.060131400E+2 , NaN , NaN , NaN , NaN
4.060132300E+2 , NaN , NaN , NaN , NaN
4.060133200E+2 , NaN , NaN , NaN , NaN
4.060134100E+2 , NaN , NaN , NaN , NaN
4.060135000E+2 , NaN , NaN , NaN , NaN
4.060135900E+2 , NaN , NaN , NaN , NaN
4.060136800E+2 , NaN , NaN , NaN , NaN
4.060137700E+2 , NaN , NaN , NaN , NaN
4.060138600E+2 , NaN , NaN , NaN , NaN
4.060139500E+2 , NaN , NaN , NaN , NaN
4.060140400E+2 , NaN , NaN , NaN , NaN
4.060141300E+2 , NaN , NaN , NaN , NaN
4.060142200E+2 , NaN , NaN , NaN , NaN
4.060143100E+2 , NaN , NaN , NaN , NaN
4.060144000E+2 , NaN , NaN , NaN , NaN
4.060144900E+2 , NaN , NaN , NaN , NaN
4.060145800E+2 , NaN , NaN , NaN , NaN
4.060146700E+2 , NaN , NaN , NaN , NaN
4.060147600E+2 , NaN , NaN , NaN , NaN
4.060148500E+2 , NaN , NaN , NaN , NaN
4.060149400E+2 , NaN , NaN , NaN , NaN
4.060150300E+2 , NaN , NaN , NaN , NaN
4.060151200E+2 , NaN , NaN , NaN , NaN
4.060152100E+2 , NaN , NaN , NaN , NaN
4.060153000E+2 , NaN , NaN , NaN , NaN
4.060153900E+2 , NaN , NaN , NaN , NaN
4.060154800E+2 , NaN , NaN , NaN , NaN
4.060155700E+2 , NaN , NaN , NaN , NaN
4.060156600E+2 , NaN , NaN , NaN , NaN
4.060157500E+2 , NaN , NaN , NaN , NaN
4.060158400E+2 , NaN , NaN , NaN , NaN
4.060159300E+2 , NaN , NaN , NaN , NaN
4.060160200E+2 , NaN , NaN , NaN , NaN
4.060161100E+2 , NaN , NaN , NaN , NaN
4.060162000E+2 , NaN , NaN , NaN , NaN
4.060162900E+2 , NaN , NaN , NaN , NaN
4.060163800E+2 , NaN , NaN , NaN , NaN
4.060164700E+2 , NaN , NaN , NaN , NaN
4.060165600E+2 , NaN , NaN , NaN , NaN
4.060166500E+2 , NaN , NaN , NaN , NaN
4.060167400E+2 , NaN , NaN , NaN , NaN
4.060168300E+2 , NaN , NaN , NaN , NaN
4.060169200E+2 , NaN , NaN , NaN , NaN
4.060170100E+2 , NaN , NaN , NaN , NaN
4.060171000E+2 , NaN , NaN , NaN , NaN
4.060171900E+2 , NaN , NaN , NaN , NaN
4.060172800E+2 , NaN , NaN , NaN , NaN
4.060173700E+2 , NaN , NaN , NaN , NaN
4.060174600E+2 , NaN , NaN , NaN , NaN
4.060175500E+2 , NaN , NaN , NaN , NaN
4.060176400E+2 , NaN , NaN , NaN , NaN
4.060177300E+2 , NaN , NaN , NaN , NaN
4.060178200E+2 , NaN , NaN , NaN , NaN
4.060179100E+2 , NaN , NaN , NaN , NaN
4.060180000E+2 , NaN , NaN , NaN , NaN
4.060180900E+2 , NaN , NaN , NaN , NaN
4.060181800E+2 , NaN , NaN , NaN , NaN
4.060182700E+2 , NaN , NaN , NaN , NaN
4.060183600E+2 , NaN , NaN , NaN , NaN
4.060184500E+2 , NaN , NaN , NaN , NaN
4.060185400E+2 , NaN , NaN , NaN , NaN
4.060186300E+2 , NaN , NaN , NaN , NaN
4.060187200E+2 , NaN , NaN , NaN , NaN
4.060188100E+2 , NaN , NaN , NaN , NaN
4.060189000E+2 , NaN , NaN , NaN , NaN
4.060189900E+2 , NaN , NaN , NaN , NaN
4.060190800E+2 , NaN , NaN , NaN , NaN
4.060191700E+2 , NaN , NaN , NaN , NaN
4.060192600E+2 , NaN , NaN , NaN , NaN
4.060193500E+2 , NaN , NaN , NaN , NaN
4.060194400E+2 , NaN , NaN , NaN , NaN
4.060195300E+2 , NaN , NaN , NaN , NaN
4.060196200E+2 , NaN , NaN , NaN , NaN
4.060197100E+2 , NaN , NaN , NaN , NaN
4.060198000E+2 , NaN , NaN , NaN , NaN
4.060198900E+2 , NaN , NaN , NaN , NaN
4.060199800E+2 , NaN , NaN , NaN , NaN
4.060200700E+2 , NaN , NaN , NaN , NaN
4.060201600E+2 , NaN , NaN , NaN , NaN
4.060202500E+2 , NaN , NaN , NaN , NaN
4.060203400E+2 , NaN , NaN , NaN , NaN
4.060204300E+2 , NaN , NaN , NaN , NaN
4.060205200E+2 , NaN , NaN , NaN , NaN
4.060206100E+2 , NaN , NaN , NaN , NaN
4.060207000E+2 , NaN , NaN , NaN , NaN
4.060207900E+2 , NaN , NaN , NaN , NaN
4.060208800E+2 , NaN , NaN , NaN , NaN
4.060209700E+2 , NaN , NaN , NaN , NaN
4.060210600E+2 , NaN , NaN , NaN , NaN
4.060211500E+2 , NaN , NaN , NaN , NaN
4.060212400E+2 , NaN , NaN , NaN , NaN
4.060213300E+2 , NaN , NaN , NaN , NaN
4.060214200E+2 , NaN , NaN , NaN , NaN
4.060215100E+2 , NaN , NaN , NaN , NaN
4.060216000E+2 , NaN , NaN , NaN , NaN
4.060216900E+2 , NaN , NaN , NaN , NaN
4.060217800E+2 , NaN , NaN , NaN , NaN
4.060218700E+2 , NaN , NaN , NaN , NaN
4.060219600E+2 , NaN , NaN , NaN , NaN
4.060220500E+2 , NaN , NaN , NaN , NaN
4.060221400E+2 , NaN , NaN , NaN , NaN
4.060222300E+2 , NaN , NaN , NaN , NaN
4.060223200E+2 , NaN , NaN , NaN , NaN
4.060224100E+2 , NaN , NaN , NaN , NaN
4.060225000E+2 , NaN , NaN , NaN , NaN
4.060225900E+2 , NaN , NaN , NaN , NaN
4.060226800E+2 , NaN , NaN , NaN , NaN
4.060227700E+2 , NaN , NaN , NaN , NaN
4.060228600E+2 , NaN , NaN , NaN , NaN
4.060229500E+2 , NaN , NaN , NaN , NaN
4.060230400E+2 , NaN , NaN , NaN , NaN
4.060231300E+2 , NaN , NaN , NaN , NaN
4.060232200E+2 , NaN , NaN , NaN , NaN
4.060233100E+2 , NaN , NaN , NaN , NaN
4.060234000E+2 , NaN , NaN , NaN , NaN
4.060234900E+2 , NaN , NaN , NaN , NaN
4.060235800E+2 , NaN , NaN , NaN , NaN
4.060236700E+2 , NaN , NaN , NaN , NaN
4.060237600E+2 , NaN , NaN , NaN , NaN
4.060238500E+2 , NaN , NaN , NaN , NaN
4.060239400E+2 , NaN , NaN , NaN , NaN
4.060240300E+2 , NaN , NaN , NaN , NaN
4.060241200E+2 , NaN , NaN , NaN , NaN
4.060242100E+2 , NaN , NaN , NaN , NaN
4.060243000E+2 , NaN , NaN , NaN , NaN
4.060243900E+2 , NaN , NaN , NaN , NaN
4.060244800E+2 , NaN , NaN , NaN , NaN
4.060245700E+2 , NaN , NaN , NaN , NaN
4.060246600E+2 , NaN , NaN , NaN , NaN
4.060247500E+2 , NaN , NaN , NaN , NaN
4.060248400E+2 , NaN , NaN , NaN , NaN
4.060249300E+2 , NaN , NaN , NaN , NaN
4.060250200E+2 , NaN , NaN , NaN , NaN
4.060251100E+2 , NaN , NaN , NaN , NaN
4.060252000E+2 , NaN , NaN , NaN , NaN
4.060252900E+2 , NaN , NaN , NaN , NaN
4.060253800E+2 , NaN , NaN , NaN , NaN
4.060254700E+2 , NaN , NaN , NaN , NaN
4.060255600E+2 , NaN , NaN , NaN , NaN
4.060256500E+2 , NaN , NaN , NaN , NaN
4.060257400E+2 , NaN , NaN , NaN , NaN
4.060258300E+2 , NaN , NaN , NaN , NaN
4.060259200E+2 , NaN , NaN , NaN , NaN
4.060260100E+2 , NaN , NaN , NaN , NaN
4.060261000E+2 , NaN , NaN , NaN , NaN
4.060261900E+2 , NaN , NaN , NaN , NaN
4.060262800E+2 , NaN , NaN , NaN , NaN
4.060263700E+2 , NaN , NaN , NaN , NaN
4.060264600E+2 , NaN , NaN , NaN , NaN
4.060265500E+2 , NaN , NaN , NaN , NaN
4.060266400E+2 , NaN , NaN , NaN , NaN
4.060267300E+2 , NaN , NaN , NaN , NaN
4.060268200E+2 , NaN , NaN , NaN , NaN
4.060269100E+2 , NaN , NaN , NaN , NaN
4.060270000E+2 , NaN , NaN , NaN , NaN
4.060270900E+2 , NaN , NaN , NaN , NaN
4.060271800E+2 , NaN , NaN , NaN , NaN
4.060272700E+2 , NaN , NaN , NaN , NaN
4.060273600E+2 , NaN , NaN , NaN , NaN
4.060274500E+2 , NaN , NaN , NaN , NaN
4.060275400E+2 , NaN , NaN , NaN , NaN
4.060276300E+2 , NaN , NaN , NaN , NaN
4.060277200E+2 , NaN , NaN , NaN , NaN
4.060278100E+2 , NaN , NaN , NaN , NaN
4.060279000E+2 , NaN , NaN , NaN , NaN
4.060279900E+2 , NaN , NaN , NaN , NaN
4.060280800E+2 , NaN , NaN , NaN , NaN
4.060281700E+2 , NaN , NaN , NaN , NaN
4.060282600E+2 , NaN , NaN , NaN , NaN
4.060283500E+2 , NaN , NaN , NaN , NaN
4.060284400E+2 , NaN , NaN , NaN , NaN
4.060285300E+2 , NaN , NaN , NaN , NaN
4.060286200E+2 , NaN , NaN , NaN , NaN
4.060287100E+2 , NaN , NaN , NaN , NaN
4.060288000E+2 , NaN , NaN , NaN , NaN
4.060288900E+2 , NaN , NaN , NaN , NaN
4.060289800E+2 , NaN , NaN , NaN , NaN
4.060290700E+2 , NaN , NaN , NaN , NaN
4.060291600E+2 , NaN , NaN , NaN , NaN
4.060292500E+2 , NaN , NaN , NaN , NaN
4.060293400E+2 , NaN , NaN , NaN , NaN
4.060294300E+2 , NaN , NaN , NaN , NaN
4.060295200E+2 , NaN , NaN , NaN , NaN
4.060296100E+2 , NaN , NaN , NaN , NaN
4.060297000E+2 , NaN , NaN , NaN , NaN
4.060297900E+2 , NaN , NaN , NaN , NaN
4.060298800E+2 , NaN , NaN , NaN , NaN
4.060299700E+2 , NaN , NaN , NaN , NaN
4.060300600E+2 , NaN , NaN , NaN , NaN
4.060301500E+2 , NaN , NaN , NaN , NaN
4.060302400E+2 , NaN , NaN , NaN , NaN
4.060303300E+2 , NaN , NaN , NaN , NaN
4.060304200E+2 , NaN , NaN , NaN , NaN
4.060305100E+2 , NaN , NaN , NaN , NaN
4.060306000E+2 , NaN , NaN , NaN , NaN
4.060306900E+2 , NaN , NaN , NaN , NaN
4.060307800E+2 , NaN , NaN , NaN , NaN
4.060308700E+2 , NaN , NaN , NaN , NaN
4.060309600E+2 , NaN , NaN , NaN , NaN
4.060310500E+2 , NaN , NaN , NaN , NaN
4.060311400E+2 , NaN , NaN , NaN , NaN
4.060312300E+2 , NaN , NaN , NaN , NaN
4.060313200E+2 , NaN , NaN , NaN , NaN
4.060314100E+2 , NaN , NaN , NaN , NaN
4.060315000E+2 , NaN , NaN , NaN , NaN
4.060315900E+2 , NaN , NaN , NaN , NaN
4.060316800E+2 , NaN , NaN , NaN , NaN
4.060317700E+2 , NaN , NaN , NaN , NaN
4.060318600E+2 , NaN , NaN , NaN , NaN
4.060319500E+2 , NaN , NaN , NaN , NaN
4.060320400E+2 , NaN , NaN , NaN , NaN
4.060321300E+2 , NaN , NaN , NaN , NaN
4.060322200E+2 , NaN , NaN , NaN , NaN
4.060323100E+2 , NaN , NaN , NaN , NaN
4.060324000E+2 , NaN , NaN , NaN , NaN
4.060324900E+2 , NaN , NaN , NaN , NaN
4.060325800E+2 , NaN , NaN , NaN , NaN
4.060326700E+2 , NaN , NaN , NaN , NaN
4.060327600E+2 , NaN , NaN , NaN , NaN
4.060328500E+2 , NaN , NaN , NaN , NaN
4.060329400E+2 , NaN , NaN , NaN , NaN
4.060330300E+2 , NaN , NaN , NaN , NaN
4.060331200E+2 , NaN , NaN , NaN , NaN
4.060332100E+2 , NaN , NaN , NaN , NaN
4.060333000E+2 , NaN , NaN , NaN , NaN
4.060333900E+2 , NaN , NaN , NaN , NaN
4.060334800E+2 , NaN , NaN , NaN , NaN
4.060335700E+2 , NaN , NaN , NaN , NaN
4.060336600E+2 , NaN , NaN , NaN , NaN
4.060337500E+2 , NaN , NaN , NaN , NaN
4.060338400E+2 , NaN , NaN , NaN , NaN
4.060339300E+2 , NaN , NaN , NaN , NaN
4.060340200E+2 , NaN , NaN , NaN , NaN
4.060341100E+2 , NaN , NaN , NaN , NaN
4.060342000E+2 , NaN , NaN , NaN , NaN
4.060342900E+2 , NaN , NaN , NaN , NaN
4.060343800E+2 , NaN , NaN , NaN , NaN
4.060344700E+2 , NaN , NaN , NaN , NaN
4.060345600E+2 , NaN , NaN , NaN , NaN
4.060346500E+2 , NaN , NaN , NaN , NaN
4.060347400E+2 , NaN , NaN , NaN , NaN
4.060348300E+2 , NaN , NaN , NaN , NaN
4.060349200E+2 , NaN , NaN , NaN , NaN
4.060350100E+2 , NaN , NaN , NaN , NaN
4.060351000E+2 , NaN , NaN , NaN , NaN
4.060351900E+2 , NaN , NaN , NaN , NaN
4.060352800E+2 , NaN , NaN , NaN , NaN
4.060353700E+2 , NaN , NaN , NaN , NaN
4.060354600E+2 , NaN , NaN , NaN , NaN
4.060355500E+2 , NaN , NaN , NaN , NaN
4.060356400E+2 , NaN , NaN , NaN , NaN
4.060357300E+2 , NaN , NaN , NaN , NaN
4.060358200E+2 , NaN , NaN , NaN , NaN
4.060359100E+2 , NaN , NaN , NaN , NaN
4.060360000E+2 , NaN , NaN , NaN , NaN
4.060360900E+2 , NaN , NaN , NaN , NaN
4.060361800E+2 , NaN , NaN , NaN , NaN
4.060362700E+2 , NaN , NaN , NaN , NaN
4.060363600E+2 , NaN , NaN , NaN , NaN
4.060364500E+2 , NaN , NaN , NaN , NaN
4.060365400E+2 , NaN , NaN , NaN , NaN
4.060366300E+2 , NaN , NaN , NaN , NaN
4.060367200E+2 , NaN , NaN , NaN , NaN
4.060368100E+2 , NaN , NaN , NaN , NaN
4.060369000E+2 , NaN , NaN , NaN , NaN
4.060369900E+2 , NaN , NaN , NaN , NaN
4.060370800E+2 , NaN , NaN , NaN , NaN
4.060371700E+2 , NaN , NaN , NaN , NaN
4.060372600E+2 , NaN , NaN , NaN , NaN
4.060373500E+2 , NaN , NaN , NaN , NaN
4.060374400E+2 , NaN , NaN , NaN , NaN
4.060375300E+2 , NaN , NaN , NaN , NaN
4.060376200E+2 , NaN , NaN , NaN , NaN
4.060377100E+2 , NaN , NaN , NaN , NaN
4.060378000E+2 , NaN , NaN , NaN , NaN
4.060378900E+2 , NaN , NaN , NaN , NaN
4.060379800E+2 , NaN , NaN , NaN , NaN
4.060380700E+2 , NaN , NaN , NaN , NaN
4.060381600E+2 , NaN , NaN , NaN , NaN
4.060382500E+2 , NaN , NaN , NaN , NaN
4.060383400E+2 , NaN , NaN , NaN , NaN
4.060384300E+2 , NaN , NaN , NaN , NaN
4.060385200E+2 , NaN , NaN , NaN , NaN
4.060386100E+2 , NaN , NaN , NaN , NaN
4.060387000E+2 , NaN , NaN , NaN , NaN
4.060387900E+2 , NaN , NaN , NaN , NaN
4.060388800E+2 , NaN , NaN , NaN , NaN
4.060389700E+2 , NaN , NaN , NaN , NaN
4.060390600E+2 , NaN , NaN , NaN , NaN
4.060391500E+2 , NaN , NaN , NaN , NaN
4.060392400E+2 , NaN , NaN , NaN , NaN
4.060393300E+2 , NaN , NaN , NaN , NaN
4.060394200E+2 , NaN , NaN , NaN , NaN
4.060395100E+2 , NaN , NaN , NaN , NaN
4.060396000E+2 , NaN , NaN , NaN , NaN
4.060396900E+2 , NaN , NaN , NaN , NaN
4.060397800E+2 , NaN , NaN , NaN , NaN
4.060398700E+2 , NaN , NaN , NaN , NaN
4.060399600E+2 , NaN , NaN , NaN , NaN
4.060400500E+2 , NaN , NaN , NaN , NaN
4.060401400E+2 , NaN , NaN , NaN , NaN
4.060402300E+2 , NaN , NaN , NaN , NaN
4.060403200E+2 , NaN , NaN , NaN , NaN
4.060404100E+2 , NaN , NaN , NaN , NaN
4.060405000E+2 , NaN , NaN , NaN , NaN
4.060405900E+2 , NaN , NaN , NaN , NaN
4.060406800E+2 , NaN , NaN , NaN , NaN
4.060407700E+2 , NaN , NaN , NaN , NaN
4.060408600E+2 , NaN , NaN , NaN , NaN
4.060409500E+2 , NaN , NaN , NaN , NaN
4.060410400E+2 , NaN , NaN , NaN , NaN
4.060411300E+2 , NaN , NaN , NaN , NaN
4.060412200E+2 , NaN , NaN , NaN , NaN
4.060413100E+2 , NaN , NaN , NaN , NaN
4.060414000E+2 , NaN , NaN , NaN , NaN
4.060414900E+2 , NaN , NaN , NaN , NaN
4.060415800E+2 , NaN , NaN , NaN , NaN
4.060416700E+2 , NaN , NaN , NaN , NaN
4.060417600E+2 , NaN , NaN , NaN , NaN
4.060418500E+2 , NaN , NaN , NaN , NaN
4.060419400E+2 , NaN , NaN , NaN , NaN
4.060420300E+2 , NaN , NaN , NaN , NaN
4.060421200E+2 , NaN , NaN , NaN , NaN
4.060422100E+2 , NaN , NaN , NaN , NaN
4.060423000E+2 , NaN , NaN , NaN , NaN
4.060423900E+2 , NaN , NaN , NaN , NaN
4.060424800E+2 , NaN , NaN , NaN , NaN
4.060425700E+2 , NaN , NaN , NaN , NaN
4.060426600E+2 , NaN , NaN , NaN , NaN
4.060427500E+2 , NaN , NaN , NaN , NaN
4.060428400E+2 , NaN , NaN , NaN , NaN
4.060429300E+2 , NaN , NaN , NaN , NaN
4.060430200E+2 , NaN , NaN , NaN , NaN
4.060431100E+2 , NaN , NaN , NaN , NaN
4.060432000E+2 , NaN , NaN , NaN , NaN
4.060432900E+2 , NaN , NaN , NaN , NaN
4.060433800E+2 , NaN , NaN , NaN , NaN
4.060434700E+2 , NaN , NaN , NaN , NaN
4.060435600E+2 , NaN , NaN , NaN , NaN
4.060436500E+2 , NaN , NaN , NaN , NaN
4.060437400E+2 , NaN , NaN , NaN , NaN
4.060438300E+2 , NaN , NaN , NaN , NaN
4.060439200E+2 , NaN , NaN , NaN , NaN
4.060440100E+2 , NaN , NaN , NaN , NaN
4.060441000E+2 , NaN , NaN , NaN , NaN
4.060441900E+2 , NaN , NaN , NaN , NaN
4.060442800E+2 , NaN , NaN , NaN , NaN
4.060443700E+2 , NaN , NaN , NaN , NaN
4.060444600E+2 , NaN , NaN , NaN , NaN
4.060445500E+2 , NaN , NaN , NaN , NaN
4.060446400E+2 , NaN , NaN , NaN , NaN
4.060447300E+2 , NaN , NaN , NaN , NaN
4.060448200E+2 , NaN , NaN , NaN , NaN
4.060449100E+2 , NaN , NaN , NaN , NaN
4.060450000E+2 , NaN , NaN , NaN , NaN
4.060450900E+2 , NaN , NaN , NaN , NaN
4.060451800E+2 , NaN , NaN , NaN , NaN
4.060452700E+2 , NaN , NaN , NaN , NaN
4.060453600E+2 , NaN , NaN , NaN , NaN
4.060454500E+2 , NaN , NaN , NaN , NaN
4.060455400E+2 , NaN , NaN , NaN , NaN
4.060456300E+2 , NaN , NaN , NaN , NaN
4.060457200E+2 , NaN , NaN , NaN , NaN
4.060458100E+2 , NaN , NaN , NaN , NaN
4.060459000E+2 , NaN , NaN , NaN , NaN
4.060459900E+2 , NaN , NaN , NaN , NaN
4.060460800E+2 , NaN , NaN , NaN , NaN
4.060461700E+2 , NaN , NaN , NaN , NaN
4.060462600E+2 , NaN , NaN , NaN , NaN
4.060463500E+2 , NaN , NaN , NaN , NaN
4.060464400E+2 , NaN , NaN , NaN , NaN
4.060465300E+2 , NaN , NaN , NaN , NaN
4.060466200E+2 , NaN , NaN , NaN , NaN
4.060467100E+2 , NaN , NaN , NaN , NaN
4.060468000E+2 , NaN , NaN , NaN , NaN
4.060468900E+2 , NaN , NaN , NaN , NaN
4.060469800E+2 , NaN , NaN , NaN , NaN
4.060470700E+2 , NaN , NaN , NaN , NaN
4.060471600E+2 , NaN , NaN , NaN , NaN
4.060472500E+2 , NaN , NaN , NaN , NaN
4.060473400E+2 , NaN , NaN , NaN , NaN
4.060474300E+2 , NaN , NaN , NaN , NaN
4.060475200E+2 , NaN , NaN , NaN , NaN
4.060476100E+2 , NaN , NaN , NaN , NaN
4.060477000E+2 , NaN , NaN , NaN , NaN
4.060477900E+2 , NaN , NaN , NaN , NaN
4.060478800E+2 , NaN , NaN , NaN , NaN
4.060479700E+2 , NaN , NaN , NaN , NaN
4.060480600E+2 , NaN , NaN , NaN , NaN
4.060481500E+2 , NaN , NaN , NaN , NaN
4.060482400E+2 , NaN , NaN , NaN , NaN
